app_id,app_name,finding_id,flaw_id,flaw_name,business_unit,cve_id,cve_name,cwe_id,category_name,cwe_description,availability_impact,confidentiality_impact,integrity_impact,nvd_cvss2_score,nvd_cvss3_score,description,found_date,last_found_date,grace_period_expiry_date,status,scan_type,policy_rule_passed,policy_sandbox,source_file_line,attack_vector,mitigation_status,module_name,latest_resolution_status,remediation_effort,resolved_date,fixed_date,severity,filename,static_local_path,component_file_path,local_path,mitigation_last_accepted_date,mitigation_last_accepted_username,mitigation_last_accepted_comment,mitigation_last_proposed_date,mitigation_last_proposed_comment,mitigation_last_proposed_username,mitigation_last_rejected_date,mitigation_last_rejected_comment,mitigation_last_rejected_username,exploitability,flaw_age,static_source_function_name,source_function_name,published_ts,latest_published_date,library_first_found,resolution_status,resolution,reopened_date,original_scan_id,project_name,project_branch,component_name,dependency_type,product_license_info,component_version,component_id,library_vendor,library_description,vulnerability_title,nvd_cvss3_vector_string,library_release_date,library_latest_version,library_latest_release_date,fixed_library_version,library_latest_safe_version,has_vulnerable_methods,vulnerable_method_info,vulnerable_links,last_updated_date,sandbox_id,latest_scan_id,sca_agent_issue,sca_issue_type
1459407,VeraDemo,13682537760,353,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),57:19.8,16:49.2,,Closed,Static Analysis,no,Policy,174,jQueryResult.append,Mitigation Accepted,verademo.war_htmljscode.veracodegen.htmla.jsa,APPROVED,3,16:49.2,,3,feed.jsp,WEB-INF/views/feed.jsp,,WEB-INF/views/feed.jsp,12:30.9,Jin Mok,demo,11:52.6,demo irhythm,Jin Mok,,,,1,456,lambda_1,lambda_1,,,,APPROVED,Reported to Library Maintainer,16:49.2,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682529351,307,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,96,javax.servlet.jsp.JspWriter.print,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,3,,,3,feed.jsp,WEB-INF/views/feed.jsp,,WEB-INF/views/feed.jsp,12:30.9,Jin Mok,demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,_jspService,_jspService,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682529009,289,External Initialization of Trusted Variables or Data Stores,Not Specified,,,454,Untrusted Initialization,The product initializes critical internal variables or data stores using inputs that can be modified by untrusted actors.,,,,,,External Initialization of Trusted Variables or Data Stores,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,83,java.lang.Runtime.exec,Mitigation Rejected,verademo.veracodegen.war,REJECTED,4,,,0,ToolsController.java,com/veracode/verademo/controller/ToolsController.java,,com/veracode/verademo/controller/ToolsController.java,47:42.4,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,47:39.8,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] dsf,Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,fortune,fortune,,,,REJECTED,Reported to Library Maintainer,19:06.3,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682529004,286,External Initialization of Trusted Variables or Data Stores,Not Specified,,,454,Untrusted Initialization,The product initializes critical internal variables or data stores using inputs that can be modified by untrusted actors.,,,,,,External Initialization of Trusted Variables or Data Stores,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,53,java.lang.Runtime.exec,Mitigation Rejected,verademo.veracodegen.war,REJECTED,4,,,0,ToolsController.java,com/veracode/verademo/controller/ToolsController.java,,com/veracode/verademo/controller/ToolsController.java,47:09.1,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,46:58.5,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] dsf,Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,ping,ping,,,,REJECTED,Reported to Library Maintainer,19:06.3,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682528993,279,Insertion of Sensitive Information Into Sent Data,Not Specified,,,201,Information Leakage,"The code transmits data to another actor, but a portion of the data includes sensitive information that should not be accessible to that actor.",,,,,,Information Exposure Through Sent Data,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,242,processReset,Mitigation Rejected,verademo.veracodegen.war,REJECTED,2,,,2,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,35:00.8,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,34:57.9,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] dsf,Jin Mok,43:35.8,Demo Purposes,Jin Mok,-1,458,processReset,processReset,,,,REJECTED,Reported to Library Maintainer,19:06.3,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682528226,250,Improper Resource Shutdown or Release,Not Specified,,,404,Code Quality,The product does not release or incorrectly releases a resource before it is made available for re-use.,,,,,,Improper Resource Shutdown or Release,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,58,java.io.BufferedReader.!operator_javanewinit,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,0,ToolsController.java,com/veracode/verademo/controller/ToolsController.java,,com/veracode/verademo/controller/ToolsController.java,47:20.9,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,ping,ping,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682529420,348,J2EE Bad Practices: Direct Management of Connections,Not Specified,,,245,API Abuse,"The J2EE application directly manages connections, instead of using the container's connection management facilities.",,,,,,J2EE Bad Practices: Direct Management of Connections,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,99,java.sql.DriverManager.getConnection,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,2,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,34:33.4,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,processReset,processReset,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682529392,328,Improper Resource Shutdown or Release,Not Specified,,,404,Code Quality,The product does not release or incorrectly releases a resource before it is made available for re-use.,,,,,,Improper Resource Shutdown or Release,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,88,java.io.BufferedReader.!operator_javanewinit,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,0,ToolsController.java,com/veracode/verademo/controller/ToolsController.java,,com/veracode/verademo/controller/ToolsController.java,48:00.2,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,fortune,fortune,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682527126,201,Improper Output Neutralization for Logs,Not Specified,,,117,CRLF Injection,The product does not neutralize or incorrectly neutralizes output that is written to logs.,,,,,,Improper Output Neutralization for Logs,57:19.8,16:49.2,19:06.3,Open,Static Analysis,no,Policy,49,org.apache.log4j.Category.info,Mitigation Rejected,verademo.veracodegen.war,REJECTED,2,,,3,ToolsController.java,com/veracode/verademo/controller/ToolsController.java,,com/veracode/verademo/controller/ToolsController.java,12:30.9,Jin Mok,demo,11:52.6,demo irhythm,Jin Mok,43:35.8,Demo Purposes,Jin Mok,1,458,ping,ping,,,,REJECTED,Reported to Library Maintainer,19:06.3,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682528149,212,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,Not Specified,,,614,Cryptographic Issues,"The Secure attribute for sensitive cookies in HTTPS sessions is not set, which could cause the user agent to send those cookies in plaintext over an HTTP session.",,,,,,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,55,javax.servlet.http.HttpServletResponse.addCookie,Mitigation Rejected,verademo.veracodegen.war,REJECTED,1,,,2,Utils.java,com/veracode/verademo/utils/Utils.java,,com/veracode/verademo/utils/Utils.java,27:35.0,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,27:25.8,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] dsf,Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,setCookie,setCookie,,,,REJECTED,Reported to Library Maintainer,19:06.3,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682527076,179,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,59,javax.servlet.jsp.JspWriter.print,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,3,,,3,login.jsp,WEB-INF/views/login.jsp,,WEB-INF/views/login.jsp,12:30.9,Jin Mok,demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,_jspService,_jspService,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682528948,259,Generation of Error Message Containing Sensitive Information,Not Specified,,,209,Information Leakage,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",,,,,,Information Exposure Through an Error Message,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,59,javax.servlet.jsp.JspWriter.print,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,1,,,2,login.jsp,WEB-INF/views/login.jsp,,WEB-INF/views/login.jsp,43:07.2,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,_jspService,_jspService,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682528954,261,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,78,javax.servlet.jsp.JspWriter.print,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,3,,,3,login.jsp,WEB-INF/views/login.jsp,,WEB-INF/views/login.jsp,12:30.9,Jin Mok,demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,_jspService,_jspService,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682527123,199,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,86,javax.servlet.jsp.JspWriter.print,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,3,,,3,register.jsp,WEB-INF/views/register.jsp,,WEB-INF/views/register.jsp,12:30.9,Jin Mok,demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,_jspService,_jspService,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682528146,211,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,59,javax.servlet.jsp.JspWriter.print,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,3,,,3,register.jsp,WEB-INF/views/register.jsp,,WEB-INF/views/register.jsp,12:30.9,Jin Mok,demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,_jspService,_jspService,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682529375,319,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Not Specified,,,89,SQL Injection,"The product constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component.",,,,,,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,53,java.sql.Statement.execute,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,3,,,4,RemoveAccountCommand.java,com/veracode/verademo/commands/RemoveAccountCommand.java,,com/veracode/verademo/commands/RemoveAccountCommand.java,25:40.3,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,execute,execute,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682527110,195,Generation of Error Message Containing Sensitive Information,Not Specified,,,209,Information Leakage,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",,,,,,Information Exposure Through an Error Message,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,59,javax.servlet.jsp.JspWriter.print,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,1,,,2,register.jsp,WEB-INF/views/register.jsp,,WEB-INF/views/register.jsp,42:08.1,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,_jspService,_jspService,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682528152,214,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,85,javax.servlet.jsp.JspWriter.print,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,3,,,3,login.jsp,WEB-INF/views/login.jsp,,WEB-INF/views/login.jsp,12:30.9,Jin Mok,demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,_jspService,_jspService,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682527085,182,Improper Output Neutralization for Logs,Not Specified,,,117,CRLF Injection,The product does not neutralize or incorrectly neutralizes output that is written to logs.,,,,,,Improper Output Neutralization for Logs,57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,39,org.apache.log4j.Category.info,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,3,IgnoreCommand.java,com/veracode/verademo/commands/IgnoreCommand.java,,com/veracode/verademo/commands/IgnoreCommand.java,12:30.9,Jin Mok,demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,1,458,execute,execute,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682528211,243,Improper Output Neutralization for Logs,Not Specified,,,117,CRLF Injection,The product does not neutralize or incorrectly neutralizes output that is written to logs.,,,,,,Improper Output Neutralization for Logs,57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,46,org.apache.log4j.Category.info,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,3,IgnoreCommand.java,com/veracode/verademo/commands/IgnoreCommand.java,,com/veracode/verademo/commands/IgnoreCommand.java,12:30.9,Jin Mok,demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,1,458,execute,execute,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682528961,265,Improper Resource Shutdown or Release,Not Specified,,,404,Code Quality,The product does not release or incorrectly releases a resource before it is made available for re-use.,,,,,,Improper Resource Shutdown or Release,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,38,java.sql.Connection.createStatement,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,0,IgnoreCommand.java,com/veracode/verademo/commands/IgnoreCommand.java,,com/veracode/verademo/commands/IgnoreCommand.java,49:57.5,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,execute,execute,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682528997,282,Improper Output Neutralization for Logs,Not Specified,,,117,CRLF Injection,The product does not neutralize or incorrectly neutralizes output that is written to logs.,,,,,,Improper Output Neutralization for Logs,57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,41,org.apache.log4j.Category.info,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,3,RemoveAccountCommand.java,com/veracode/verademo/commands/RemoveAccountCommand.java,,com/veracode/verademo/commands/RemoveAccountCommand.java,12:30.9,Jin Mok,demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,1,458,execute,execute,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682529006,287,Improper Resource Shutdown or Release,Not Specified,,,404,Code Quality,The product does not release or incorrectly releases a resource before it is made available for re-use.,,,,,,Improper Resource Shutdown or Release,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,40,java.sql.Statement.executeQuery,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,0,IgnoreCommand.java,com/veracode/verademo/commands/IgnoreCommand.java,,com/veracode/verademo/commands/IgnoreCommand.java,50:11.8,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,execute,execute,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682527107,194,Improper Output Neutralization for Logs,Not Specified,,,117,CRLF Injection,The product does not neutralize or incorrectly neutralizes output that is written to logs.,,,,,,Improper Output Neutralization for Logs,57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,52,org.apache.log4j.Category.info,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,3,RemoveAccountCommand.java,com/veracode/verademo/commands/RemoveAccountCommand.java,,com/veracode/verademo/commands/RemoveAccountCommand.java,12:30.9,Jin Mok,demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,1,458,execute,execute,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682529396,330,Improper Output Neutralization for Logs,Not Specified,,,117,CRLF Injection,The product does not neutralize or incorrectly neutralizes output that is written to logs.,,,,,,Improper Output Neutralization for Logs,57:19.8,16:49.2,16:13.6,Open,Static Analysis,no,Policy,48,org.apache.log4j.Category.info,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,3,RemoveAccountCommand.java,com/veracode/verademo/commands/RemoveAccountCommand.java,,com/veracode/verademo/commands/RemoveAccountCommand.java,12:30.9,Jin Mok,demo,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,1,458,execute,execute,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682529414,344,Improper Resource Shutdown or Release,Not Specified,,,404,Code Quality,The product does not release or incorrectly releases a resource before it is made available for re-use.,,,,,,Improper Resource Shutdown or Release,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,175,java.sql.DriverManager.getConnection,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,0,BlabController.java,com/veracode/verademo/controller/BlabController.java,,com/veracode/verademo/controller/BlabController.java,48:31.7,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,getMoreFeed,getMoreFeed,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
1459407,VeraDemo,13682529403,336,Improper Resource Shutdown or Release,Not Specified,,,404,Code Quality,The product does not release or incorrectly releases a resource before it is made available for re-use.,,,,,,Improper Resource Shutdown or Release,57:19.8,16:49.2,,Open,Static Analysis,yes,Policy,40,java.sql.Connection.createStatement,Mitigation Proposed,verademo.veracodegen.war,PROPOSED,2,,,0,RemoveAccountCommand.java,com/veracode/verademo/commands/RemoveAccountCommand.java,,com/veracode/verademo/commands/RemoveAccountCommand.java,48:57.1,Jin Mok,[COPIED FROM APP 3ba34a57-7d18-4aea-9d30-1e0e8ff0f5f9] sd,20:42.2,"Technique : M4 :  Assume that external components can be subverted, and your code can be read by anyone
Specifics : dafssd
Remaining Risk : sdfsdf
Verification : sdfsd",Jin Mok,43:35.8,Demo Purposes,Jin Mok,0,458,execute,execute,,,,PROPOSED,Reported to Library Maintainer,16:13.6,19027311,,,,,,,,,,,,,,,,,,,,16:51.8,4604182,29023796,no,
